id,name,createdDate,dealer,manufacturer,model,substitute,shop_price_gross,shop_price_nett,product_dimmensions,product_height,product_width,product_depth,product_features,product_card_link,lead_time,shipping_cost,product_availability,product_warranty
6570e69d0975c7d165ef5bbd,KartMap_sum320w,2024-01-03T04:59:35.458Z,Kart-Map,Kart-Map,#product-15314 > div.summary.entry-summary > div.product_meta > span.sku_wrapper > span,SUM 320W,,,Wymiary zewnętrzneWysokość1800mmSzerokość600mmGłębokość500mm,1800mm,600mm,500mm,"Dwudrzwiowa szafa ubraniowa wyposażona jest w półkę, wieszaki boczne oraz drążek na wieszaki ubraniowe. Wykonana jest z blachy czarnej o grubości 0.6mm-1.0mm, malowana farbami proszkowymi (epoksydowo- poliestrowymi) w kolorze RAL 7035. Zamykana zamkiem krzywkowym w systemie MASTER KEY . Całość osadzona na cokole wykonanym z blachy ocynkowanej (malowanej) o grubości 1.0mm.",https://www.kart-map.pl/produkt/szafa-ubraniowa-bhp-dwudrzwiowa/,Przeciętny czas dostawy 1-4 tygodnie,Po złożeniu zamówienia nasz Dział handlowy skontaktuje się z Państwem w celu ustalenia dokładnych kosztów wysyłki.,Z uwagi na dużą ilość bieżących zamówień wydłużeniu ulega czas realizacji.,2
