id,name,createdDate,dealer,manufacturer,model,substitute,shop_price_gross,shop_price_nett,product_dimmensions,product_height,product_width,product_depth,product_features,product_card_link,lead_time,shipping_cost,product_availability,product_warranty
6569d2a4a51860c243c9d877,Umstahl_wnl208,2023-12-06T22:13:00.084Z,Umstahl,Umstahl,#product-container > div > div.product-top.clearfix > h1,WNL 208,6078.66,4942.00 zł,"Wymiary: 92x55x108,5h",,,,,"https://umstahl.pl/szafa-metalowa-aktowa-m-2ola-1000-24h,id476.html",,,Krótkie terminy realizacji do 10 dni.,
