id,name,createdDate,dealer,manufacturer,model,substitute,shop_price_gross,shop_price_nett,product_dimmensions,product_height,product_width,product_depth,product_features,product_card_link,lead_time,shipping_cost,product_availability,product_warranty
6570e6c20975c7d165ef5bbe,KartMap_sbm203m,2024-01-03T04:59:35.384Z,Kart-Map,Kart-Map,#product-9809 > div.summary.entry-summary > div.product_meta > span.sku_wrapper > span,SBM 203M,,,Wymiary zewnętrzneWysokość1920mmSzerokość1000mmGłębokość420mm,1920mm,1000mm,420mm,"Szafa biurowa posiada dwa skrzydła drzwi uchylnych zawieszone na zawiasach kołkowych. Wyposażona jest w cztery półki przestawne co 90mm. Wykonana z blachy czarnej o grubości 0.8mm- 1mm, malowana farbami proszkowymi (epoksydowo-poliestrowymi) w kolorze RAL 7035. Zamykana zamkiem baskwilowym, ryglującym w trzech punktach i wykończonym uchwytem klamkowym. Udźwig półki: 50kg.",https://www.kart-map.pl/produkt/szafa-biurowa-czteropolkowa-z-drzwiami-uchylnymi-idealna-do-przechowywania-dokumentow-rodo-2018/,Z uwagi na dużą ilość bieżących zamówień wydłużeniu ulega czas realizacji.,Po złożeniu zamówienia nasz Dział handlowy skontaktuje się z Państwem w celu ustalenia dokładnych kosztów wysyłki.,,2
