id,name,createdDate,dealer,manufacturer,model,substitute,shop_price_gross,shop_price_nett,product_dimmensions,product_height,product_width,product_depth,product_features,product_card_link,lead_time,shipping_cost,product_availability,product_warranty
6569d2d6a51860c243c9d878,Umstahl_sbm203m,2024-01-03T04:59:32.690Z,Unstahl,Unstahl,#product-container > div > div.product-top.clearfix > h1,SBM 203M,1584.24 zł brutto,1288.00 zł netto,Wymiary: 100x42x200h,,,,"Szafa metalowa aktowa M 2OLA 1000 o szerokości 100cm z 4 półkami. Stabilna zgrzewana konstrukcja z wysokiej jakości blachy stalowej o grubości 0,8mm. Szafa malowana proszkowo dzięki temu szafa bardzo długo zachowuje doskonały wygląd oraz jest doskonale zabezpieczona przed korozją. Drzwi skrzydłowe szaf osadzone są na wewnętrznych niewidocznych zawiasach, zapewniając swobodny dostęp do wnętrza. Drzwi posiadają zamek kluczowy z pokrętłem ryglujący w trzech punktach. Możliwość regulacji wysokości półek co 25mm umożliwia dostosowanie szafy do indywidualnych potrzeb użytkownika. Zobacz inne szafy aktowe dostępne w trybie express 24 oraz nadstawki do szaf aktowych. Zalety: Stabilna konstrukcja zgrzewana. Blacha stalowa 0,8 mm. Malowana proszkowo. Drzwi skrzydłowe z wewnętrznymi zawiasami. Możliwość zamontowania dodatkowych półek. Stopki poziomujące. Waga: 59 kg. Wewnętrzny profil wzmacniający drzwi. Szafa dostarczana w całości, półki wymagają montażu. Zamek z 2 kluczami. Ryglowanie w 3 punktach. 4 przestawne półki co 25 mm. Maksymalne obciążenie półki 60 kg. Duży wybór wyposażenia dodatkowego. Przy zakupie 2 sztuk oszczędzasz na jednym koszcie wysyłki. Meble metalowe UMSTAHL posiadają 3 lata gwarancji. Polecamy również szafy aktowe innych typów. A do zapewnienia jeszcze lepszego komfortu w miejcu pracy idealnie sprawdzą się inne szafy metalowe z naszej oferty, np. szafy kartotekowe, szafy żaluzjowe.","https://umstahl.pl/szafa-metalowa-aktowa-m-2ola-1000-24h,id476.html",Termin wysyłki: 24-48H,196.80 zł,29,Gwarancja: 3 lata
