id,name,createdDate,lastModifiedDate,dealer,manufacturer,model,substitute,catalogue_price_nett,shop_price_nett,shop_price_gross,product_height,product_width,product_depth,product_features,lead_time,product_warranty,comment
655913b9c7e7fe7791df101b,testBakpol,Thu Nov 16 2023 22:28:04 GMT+0100 (Central European Standard Time),2023-11-18T20:27:56.624Z,Bakpol,Bakpol,SU300/2q szafa ubraniowa,SUM 320W,bd,"648,00 zł","797,04 zł",1710,610,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe.Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz posiadają certyfikat zgodności z Polskimi Normami PN-EN 14073-2:2006, PN-F-06009:2001, PN-F-06010-05:1990.Kategoria meble metalowe: szafa ubraniowa, szkolna, fitness, basenowa, socjalna, pracowniczaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, stopki poziomujące umożliwiające łatwe poziomowanie szafy, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, na drzwiach otwory wentylacyjne oraz ramka na etykietę, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchni oraz wentylacji otworowejWnętrze produktu: w każdej komorze półka, pod nią potrójny haczyk zamontowany na wewnętrznym boku szafyZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1710mm, szerokość 610mm, głębokość 480mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące, ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",bd,bd,bd
655913b9c7e7fe7791df101b,testBakpol,Thu Nov 16 2023 22:28:04 GMT+0100 (Central European Standard Time),2023-11-18T21:25:11.767Z,Bakpol,Bakpol,#center_column > div > div > div.container > div.col-md-12 > h1,SUM 320W
